idx,created_date,updated_date,age_range,expired,gender,hashcode,member_email,nickname,profileImg,role,sns_type
24,2023-03-02 04:33:36.000000,,30~39,N,male,MMLMA,yijun751@naver.com,조예준,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
25,2023-03-02 05:16:48.000000,,20~29,N,female,ZYSNP,choseowon5226@naver.com,조서원,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
26,2023-03-02 06:00:00.000000,,30~39,N,female,OZXWV,kangsuk6871@naver.com,이강숙,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
27,2023-03-02 06:43:12.000000,,20~29,N,female,F7W7I,jeonyiyeon9227@gmail.com,전예연,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
28,2023-03-02 07:26:24.000000,,30~39,N,male,9Z5N4,iyh3368@gmail.com,임윤호,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
29,2023-03-02 08:09:36.000000,,30~39,N,male,23MRE,choisangjun682@gmail.com,최상준,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
30,2023-03-02 08:52:48.000000,,40~49,N,male,96GAP,jaehu3526@naver.com,송재후,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
31,2023-03-02 09:36:00.000000,,20~29,N,male,MKSFR,jdh3841@kakao.com,정도후,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
32,2023-03-02 10:19:12.000000,,30~39,N,female,1QQCG,sangan8496@gmail.com,정상아,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
33,2023-03-02 11:02:24.000000,,40~49,N,female,UMISP,hjy7312@gmail.com,한종윤,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
34,2023-03-02 11:45:36.000000,,40~49,N,male,0R4K6,ljw95@gmail.com,이지우,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
35,2023-03-02 12:28:48.000000,,30~39,N,female,PHC0K,jongji7436@naver.com,홍종지,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
36,2023-03-02 13:12:00.000000,,30~39,N,male,MC635,seojichan2765@kakao.com,서지찬,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
37,2023-03-02 13:55:12.000000,,20~29,N,female,KMCUS,leehyeonyun7999@naver.com,이현윤,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
38,2023-03-02 14:38:24.000000,,20~29,N,male,C1ZOD,hongsanghwan3468@gmail.com,홍상환,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
39,2023-03-02 15:21:36.000000,,30~39,N,male,CTLU0,jijin8873@gmail.com,정지진,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
40,2023-03-02 16:04:48.000000,,40~49,N,female,30YKW,jjy6060@naver.com,전종윤,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
41,2023-03-02 16:48:00.000000,,30~39,N,female,0LA7V,dongan7729@naver.com,윤동아,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
42,2023-03-02 17:31:12.000000,,20~29,N,male,TV5U3,hanyiwoo6815@naver.com,한예우,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
43,2023-03-02 18:14:24.000000,,30~39,N,male,L79B1,hwangyiwoo187@gmail.com,황예우,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
44,2023-03-02 18:57:36.000000,,40~49,N,male,TWHI0,jkc9893@hanmail.net,전강찬,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
45,2023-03-02 19:40:48.000000,,20~29,N,female,LVYFU,inyoung1544@gmail.com,최인영,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
46,2023-03-02 20:24:00.000000,,20~29,N,male,KNUVR,yiwoo658@gmail.com,최예우,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
47,2023-03-02 21:07:12.000000,,20~29,N,female,1F0H2,songhaan3885@gmail.com,송하아,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
48,2023-03-02 21:50:24.000000,,20~29,N,female,NB8RK,atw3540@gmail.com,안태원,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
49,2023-03-02 22:33:36.000000,,20~29,N,female,8H0LJ,yoonkangseo6735@naver.com,윤강서,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
50,2023-03-02 23:16:48.000000,,20~29,N,female,1DQOE,seungwon9441@gmail.com,서승원,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
51,2023-03-03 00:00:00.000000,,40~49,N,female,N1TEK,jungjaeyeon1051@naver.com,정재연,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
52,2023-03-03 00:43:12.000000,,40~49,N,male,22ZV6,hyeonhwan2362@gmail.com,이현환,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
53,2023-03-03 01:26:24.000000,,50~59,N,female,X69HR,ljw5446@gmail.com,이종원,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
54,2023-03-03 02:09:36.000000,,40~49,N,male,HK2I6,hsw5800@gmail.com,한승우,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
55,2023-03-03 02:52:48.000000,,30~39,N,female,6R7UE,ijw709@naver.com,임지원,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
56,2023-03-03 03:36:00.000000,,40~49,N,male,PU6GE,hwanghachan8847@kakao.com,황하찬,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
57,2023-03-03 04:19:12.000000,,20~29,N,female,UZB0N,seowon2690@gmail.com,신서원,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
58,2023-03-03 05:02:24.000000,,20~29,N,male,22BV2,dongwoo3446@naver.com,한동우,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
59,2023-03-03 05:45:36.000000,,40~49,N,female,AVUMI,shinchaeyun4919@gmail.com,신채윤,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
60,2023-03-03 06:28:48.000000,,30~39,N,male,5VPF2,juhyeon9976@gmail.com,오주현,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
61,2023-03-03 07:12:00.000000,,30~39,N,female,MCDGR,juyeon9485@gmail.com,강주연,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
62,2023-03-03 07:55:12.000000,,30~39,N,male,L6RW9,ktj8576@gmail.com,권태준,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
63,2023-03-03 08:38:24.000000,,20~29,N,male,9BZNV,jtc330@naver.com,정태찬,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
64,2023-03-03 09:21:36.000000,,20~29,N,female,2P1GY,taeseo1950@kakao.com,윤태서,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
65,2023-03-03 10:04:48.000000,,20~29,N,female,419YG,jeonjaeyoung3340@gmail.com,전재영,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
66,2023-03-03 10:48:00.000000,,30~39,N,male,6IDNA,leeyijin1576@naver.com,이예진,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
67,2023-03-03 11:31:12.000000,,20~29,N,female,PAGTC,leehyeonyun5152@gmail.com,이현윤,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
68,2023-03-03 12:14:24.000000,,20~29,N,male,WM2X8,jonghwan7170@naver.com,김종환,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
69,2023-03-03 12:57:36.000000,,20~29,N,female,IGVFR,shinjuyeon3238@hanmail.net,신주연,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
70,2023-03-03 13:40:48.000000,,20~29,N,male,H39JW,seojun7205@gmail.com,정서준,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
71,2023-03-03 14:24:00.000000,,20~29,N,female,48FWX,sangyoung5483@naver.com,박상영,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
72,2023-03-03 15:07:12.000000,,30~39,N,male,B88VR,jhs9736@naver.com,장현상,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
73,2023-03-03 15:50:24.000000,,20~29,N,male,PKROL,idj4057@naver.com,임도진,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
74,2023-03-03 16:33:36.000000,,20~29,N,male,4M6GK,hjo4268@gmail.com,홍종온,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
75,2023-03-03 17:16:48.000000,,30~39,N,female,49FOK,choidongan7891@gmail.com,최동아,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
76,2023-03-03 18:00:00.000000,,20~29,N,male,RLL9Z,hanyoonjun5626@hanmail.net,한윤준,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
77,2023-03-03 18:43:12.000000,,40~49,N,male,G6LGE,hawoo2207@naver.com,홍하우,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
78,2023-03-03 19:26:24.000000,,40~49,N,male,DPUDO,hyj2393@gmail.com,한윤준,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
79,2023-03-03 20:09:36.000000,,30~39,N,male,L1HJ5,yoonyisang8118@gmail.com,윤예상,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
80,2023-03-03 20:52:48.000000,,20~29,N,female,9WVSV,hyeonji2892@naver.com,서현지,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
81,2023-03-03 21:36:00.000000,,40~49,N,male,UPFIQ,kangchan4204@gmail.com,김강찬,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
82,2023-03-03 22:19:12.000000,,20~29,N,female,3FCRP,haju8960@naver.com,권하주,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
83,2023-03-03 23:02:24.000000,,20~29,N,male,RZHL2,yoontaechan2773@naver.com,윤태찬,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
84,2023-03-03 23:45:36.000000,,30~39,N,male,MXQU4,dongon3202@naver.com,정동온,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
85,2023-03-04 00:28:48.000000,,20~29,N,male,3LO3Z,kjc1511@gmail.com,김지찬,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
86,2023-03-04 01:12:00.000000,,20~29,N,female,O5EKI,songjaeji8759@naver.com,송재지,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
87,2023-03-04 01:55:12.000000,,30~39,N,male,YGGTC,jion7494@naver.com,오지온,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
88,2023-03-04 02:38:24.000000,,40~49,N,male,DA28G,sanghyeon2282@naver.com,홍상현,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
89,2023-03-04 03:21:36.000000,,20~29,N,female,1Q0E6,syy7390@gmail.com,신예연,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
90,2023-03-04 04:04:48.000000,,20~29,N,male,XL9BZ,kms7956@gmail.com,강민상,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
91,2023-03-04 04:48:00.000000,,30~39,N,female,DJWAP,kanginyeon1399@naver.com,강인연,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
92,2023-03-04 05:31:12.000000,,20~29,N,female,06N1F,jaeyun9585@gmail.com,정재윤,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
93,2023-03-04 06:14:24.000000,,20~29,N,female,P2LQD,kjs7799@gmail.com,권지숙,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
94,2023-03-04 06:57:36.000000,,20~29,N,male,Q4LMJ,shh6859@kakao.com,송하현,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
95,2023-03-04 07:40:48.000000,,20~29,N,male,LVE0O,hachan3942@hanmail.net,이하찬,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
96,2023-03-04 08:24:00.000000,,20~29,N,female,OJHJY,shintaeyoung3085@gmail.com,신태영,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
97,2023-03-04 09:07:12.000000,,30~39,N,female,B5Q0Z,kwonchaeseo5591@gmail.com,권채서,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
98,2023-03-04 09:50:24.000000,,20~29,N,male,AUNVS,taeho1440@naver.com,권태호,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
99,2023-03-04 10:33:36.000000,,20~29,N,female,RZX9Q,minju5773@gmail.com,윤민주,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
100,2023-03-04 11:16:48.000000,,20~29,N,female,MG8SG,sks5893@gmail.com,신강숙,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
101,2023-03-04 12:00:00.000000,,30~39,N,male,N3EJP,juhyeon2484@gmail.com,권주현,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
102,2023-03-04 12:43:12.000000,,40~49,N,female,VGEH6,hhy1708@naver.com,한하윤,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
103,2023-03-04 13:26:24.000000,,20~29,N,male,BQM1X,dongsang9338@gmail.com,홍동상,http://k.kakaocdn.net/dn/dpk9l1/btqmGhA2lKL/Oz0wDuJn1YV2DIn92f6DVK/img_640x640.jpg,ROLE_MEMBER,KAKAO
